50.0 , 116.0
32.0 , 79.4
49.0 , 113.0
43.0 , 101.4
13.0 , 41.4
50.0 , 115.7
7.0 , 29.3
21.0 , 57.3
46.0 , 107.6
2.0 , 19.2
25.0 , 65.2
49.0 , 113.8
0.0 , 15.1
5.0 , 25.8
29.0 , 73.3
22.0 , 59.9
35.0 , 85.2
12.0 , 39.7
19.0 , 53.5
23.0 , 61.5
14.0 , 43.5
19.0 , 53.8
6.0 , 27.8
21.0 , 57.8
8.0 , 32.0
35.0 , 85.4
16.0 , 47.6
43.0 , 101.5
16.0 , 47.7
47.0 , 109.6
42.0 , 99.7
32.0 , 79.5
2.0 , 19.1
40.0 , 95.2
13.0 , 41.0
2.0 , 19.9
15.0 , 45.8
28.0 , 71.3
6.0 , 27.5
15.0 , 45.5
26.0 , 67.2
35.0 , 85.6
24.0 , 63.8
9.0 , 33.5
29.0 , 73.5
43.0 , 101.4
15.0 , 45.4
6.0 , 27.8
7.0 , 29.5
30.0 , 75.8
34.0 , 84.0
7.0 , 29.7
47.0 , 109.1
26.0 , 67.4
6.0 , 27.9
23.0 , 61.3
7.0 , 29.2
16.0 , 47.4
13.0 , 41.7
48.0 , 111.9
31.0 , 77.8
19.0 , 53.1
41.0 , 97.1
10.0 , 35.8
43.0 , 101.3
22.0 , 59.8
16.0 , 47.2
5.0 , 25.8
44.0 , 103.1
18.0 , 51.4
33.0 , 81.9
41.0 , 97.3
13.0 , 41.3
35.0 , 85.3
15.0 , 45.2
46.0 , 107.8
17.0 , 49.2
33.0 , 81.2
47.0 , 109.5
23.0 , 61.9
31.0 , 77.9
10.0 , 35.2
12.0 , 40.0
37.0 , 89.8
8.0 , 31.3
5.0 , 25.1
7.0 , 29.9
2.0 , 19.6
5.0 , 25.3
23.0 , 61.0
42.0 , 99.7
50.0 , 115.1
23.0 , 61.2
34.0 , 83.1
32.0 , 79.3
34.0 , 83.3
24.0 , 63.3
42.0 , 99.4
11.0 , 37.7
29.0 , 73.4
10.0 , 35.7
7.0 , 29.9
34.0 , 83.6
31.0 , 77.2
2.0 , 19.9
29.0 , 73.7
31.0 , 77.8
25.0 , 65.3
32.0 , 79.2
45.0 , 105.7
23.0 , 61.2
24.0 , 63.7
44.0 , 103.1
39.0 , 94.0
12.0 , 39.1
21.0 , 57.5
21.0 , 57.9
28.0 , 71.0
24.0 , 63.5
3.0 , 21.7
19.0 , 53.5
2.0 , 19.5
10.0 , 35.3
15.0 , 45.3
47.0 , 109.8
45.0 , 105.8
4.0 , 23.7
14.0 , 43.0
28.0 , 71.8
45.0 , 105.5
11.0 , 37.9
2.0 , 19.8
13.0 , 41.4
6.0 , 27.6
28.0 , 71.8
16.0 , 47.3
10.0 , 35.0
43.0 , 101.3
35.0 , 85.9
19.0 , 54.0
21.0 , 57.5
19.0 , 53.3
24.0 , 63.9
29.0 , 73.8
34.0 , 83.3
46.0 , 107.5
28.0 , 71.4
40.0 , 95.7
5.0 , 25.9
34.0 , 83.3
15.0 , 45.9
48.0 , 111.2
17.0 , 49.6
41.0 , 97.0
50.0 , 115.6
34.0 , 83.9
14.0 , 44.0
13.0 , 41.4
46.0 , 107.7
27.0 , 69.2
9.0 , 33.4
0.0 , 15.5

